Australia,"Natural capital per capita, subsoil assets, minerals: silver",0.0,0.0,0.0,0.0,168.1
Australia,"Natural capital per capita, subsoil assets, minerals: tin",0.0,0.0,0.0,0.0,6.0
Australia,"Natural capital per capita, subsoil assets, minerals: zinc",87.4,166.8,96.7,2247.7,992.7
Australia,"Natural capital per capita, subsoil assets: coal",1846.3,1534.2,8911.8,24108.3,20249.4
Australia,"Natural capital per capita, subsoil assets: gas",424.7,438.6,918.9,2304.6,1865.7
Australia,"Natural capital per capita, subsoil assets: minerals",9487.3,11236.6,21549.8,75000.2,89567.2
Australia,"Natural capital per capita, subsoil assets: oil",1782.3,2900.8,3250.1,6269.8,3360.3
Australia,"Natural capital, agricultural land",268188993936.7,284047880538.8,327532349229.9,279320162225.9,279156231886.5
Australia,"Natural capital, agricultural land: cropland",94288067212.7,132194095297.4,136392475630.0,111900930982.7,126704143650.8
Australia,"Natural capital, agricultural land: pastureland",173900926724.0,151853785241.4,191139873599.9,167419231243.2,152452088235.7
Australia,"Natural capital, forests",1259419911582.5,1262074582727.7,1254194330546.9,1218236623954.4,1215641292626.4
Australia,"Natural capital, forests: nontimber",1217688254599.8,1219107570932.6,1207753040269.9,1165835897906.6,1177493216053.7
Australia,"Natural capital, forests: timber",41731656982.7,42967011795.1,46441290277.0,52400726047.8,38148076572.7
Australia,"Natural capital, protected areas",26684570795.9,26597825227.4,41605877978.3,47405445402.5,47733193402.5
Australia,"Natural capital, subsoil assets",244705453483.6,308557400602.7,706284489684.9,2372443677851.5,2698977712477.7
Australia,"Natural capital, subsoil assets, minerals: bauxite",55876839126.5,40021381475.2,43281512501.7,40737235562.7,32676019017.0
Australia,"Natural capital, subsoil assets, minerals: copper",15403330847.1,12645695501.0,40973281723.3,166685876141.4,152922049257.3
Australia,"Natural capital, subsoil assets, minerals: gold",9312506317.0,3102696435.8,13922275165.4,89165798925.0,160764141363.8
Australia,"Natural capital, subsoil assets, minerals: iron ore",86943274398.7,148605808878.9,298113905407.7,1169950214015.7,1644668605572.0
Australia,"Natural capital, subsoil assets, minerals: lead",236630093.0,741901723.9,2519083024.5,24147581825.5,21138052388.5
Australia,"Natural capital, subsoil assets, minerals: nickel",2102046811.9,6901941243.6,38721938129.3,106446332484.0,57713361711.7
Australia,"Natural capital, subsoil assets, minerals: phosphate",0.0,0.0,0.0,5733253134.8,4049908784.1
Australia,"Natural capital, subsoil assets, minerals: silver",0.0,0.0,0.0,0.0,3944544953.9
Australia,"Natural capital, subsoil assets, minerals: tin",0.0,0.0,0.0,0.0,141768306.2
Australia,"Natural capital, subsoil assets, minerals: zinc",1579437209.7,3194847428.4,1971750422.2,49519680296.0,23289995275.5
Australia,"Natural capital, subsoil assets: coal",33367219951.5,29383859114.2,181754343983.6,531148438230.3,475064802730.0
Australia,"Natural capital, subsoil assets: gas",7674330243.0,8400518289.0,18741488967.6,50773677984.7,43769836443.6
Australia,"Natural capital, subsoil assets: minerals",171454064803.8,215214272686.9,439503746374.1,1652385972385.1,2101308446630.0
Australia,"Natural capital, subsoil assets: oil",32209838485.3,55558750512.6,66284910359.6,138135589251.4,78834626674.1
Australia,Net foreign assets,-435577669175.3,-458550711311.9,-627713847300.7,-866476756792.8,-731662580500.0
Australia,Net foreign assets per capita,-24102.3,-23941.5,-30778.1,-39328.5,-31186.7
Australia,Produced capital,3671631206496.8,4158383270322.3,5747159097588.2,6859493851754.8,7306655643017.2
Australia,Produced capital per capita,203166.8,217113.9,281795.3,311345.8,311442.4
Australia,Total wealth,12438426774081.4,14154470734249.9,17636858000846.4,22001044282655.1,24558308764515.4
Australia,Total wealth per capita,688270.6,739021.1,864772.3,998606.3,1046785.3
Austria,Human capital,2770763307235.5,2855429771935.5,2909132092931.9,3257005701457.2,3603227087305.7
Austria,Human capital per capita,348599.2,356413.4,353572.3,389435.4,421845.7
Austria,Natural capital,133350858386.9,112068838611.2,114152632480.5,126176419668.0,138933366980.0
Austria,Natural capital per capita,16777.3,13988.4,13874.0,15086.7,16265.5
Austria,"Natural capital per capita, agricultural land",7673.0,5381.7,5163.8,5329.8,5906.8
